company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,ground_time_risk,ground_time_buffer,total_pax,lap_child_count,child_count,basic_economy_pax,stroller_count,load_factor,load_category,child_ratio,basic_econ_ratio,total_ssr_count,unique_pnr_with_ssr,ssr_per_pax,ssr_category,origin_bags,regular_transfer_bags,hot_transfer_bags,Checked,All_Transfers,total_bags,transfer_to_checked_ratio,hot_transfer_pct
OO,5026,2025-08-13,ORD,JST,2025-08-13 21:05:00+00:00,2025-08-13 23:55:00+00:00,2025-08-13 21:18:00+00:00,2025-08-14 00:08:00+00:00,50,CRJ-200,Express,40,69,29,13.0,False,11,53,1,3,5,1,106.0,,0.05660377358490566,0.09433962264150944,19,17,0.3584905660377358,Low SSR,13.0,11.0,12.0,13.0,23.0,36.0,1.7692307692307692,52.17391304347826
OO,5493,2025-08-05,ORD,ATW,2025-08-05 11:05:00+00:00,2025-08-05 12:18:00+00:00,2025-08-05 11:01:00+00:00,2025-08-05 12:08:00+00:00,50,CRJ-200,Express,106,116,29,-4.0,False,77,53,1,1,3,0,106.0,,0.018867924528301886,0.05660377358490566,18,18,0.33962264150943394,Low SSR,25.0,27.0,1.0,25.0,28.0,53.0,1.12,3.571428571428571
G7,4519,2025-08-06,ORD,SCE,2025-08-06 18:20:00+00:00,2025-08-06 21:24:00+00:00,2025-08-06 18:08:00+00:00,2025-08-06 21:04:00+00:00,50,CRJ-550,Express,70,62,29,-12.0,False,41,43,0,1,1,0,86.0,High (75-90%),0.023255813953488372,0.023255813953488372,18,18,0.4186046511627907,Low SSR,3.0,12.0,0.0,3.0,12.0,15.0,4.0,0.0
OO,4791,2025-08-04,ORD,SBN,2025-08-04 10:35:00+00:00,2025-08-04 12:33:00+00:00,2025-08-04 10:30:00+00:00,2025-08-04 12:20:00+00:00,50,CRJ-550,Express,56,60,29,-5.0,False,27,45,0,0,1,0,90.0,High (75-90%),0.0,0.022222222222222223,23,22,0.5111111111111111,Low SSR,1.0,13.0,10.0,1.0,23.0,24.0,23.0,43.47826086956522
UA,592,2025-08-03,ORD,JAC,2025-08-03 16:50:00+00:00,2025-08-03 19:05:00+00:00,2025-08-03 16:59:00+00:00,2025-08-03 18:57:00+00:00,126,B737-700,Mainline,57,89,43,9.0,False,14,161,2,9,4,0,127.77777777777777,,0.055900621118012424,0.024844720496894408,52,52,0.32298136645962733,High SSR,41.0,64.0,7.0,41.0,71.0,112.0,1.7317073170731707,9.859154929577464
G7,4590,2025-08-01,ORD,MDT,2025-08-01 16:45:00+00:00,2025-08-01 19:52:00+00:00,2025-08-01 16:36:00+00:00,2025-08-01 19:23:00+00:00,50,CRJ-550,Express,42,43,29,-9.0,False,13,55,0,2,4,0,110.00000000000001,,0.03636363636363636,0.07272727272727272,26,26,0.4727272727272727,Low SSR,4.0,19.0,3.0,4.0,22.0,26.0,5.5,13.636363636363635
YX,3464,2025-08-13,ORD,PIT,2025-08-13 21:15:00+00:00,2025-08-13 23:58:00+00:00,2025-08-13 21:30:00+00:00,2025-08-13 23:51:00+00:00,76,ERJ-175,Express,142,48,39,15.0,False,103,76,0,1,6,0,100.0,Very High (>90%),0.013157894736842105,0.07894736842105263,14,12,0.18421052631578946,Low SSR,10.0,26.0,10.0,10.0,36.0,46.0,3.6,27.77777777777778
OO,5963,2025-08-14,ORD,BDL,2025-08-14 14:09:00+00:00,2025-08-14 17:36:00+00:00,2025-08-14 14:22:00+00:00,2025-08-14 17:59:00+00:00,70,ERJ-175,Express,59,74,34,13.0,False,25,74,1,1,3,0,105.71428571428572,,0.013513513513513514,0.04054054054054054,18,18,0.24324324324324326,Low SSR,18.0,24.0,4.0,18.0,28.0,46.0,1.5555555555555556,14.285714285714285
OO,5447,2025-08-10,ORD,PVD,2025-08-10 11:05:00+00:00,2025-08-10 14:39:00+00:00,2025-08-10 10:59:00+00:00,2025-08-10 14:42:00+00:00,70,ERJ-175,Express,71,33,34,-6.0,False,37,67,0,4,0,1,95.71428571428572,Very High (>90%),0.05970149253731343,0.0,19,19,0.2835820895522388,Low SSR,15.0,31.0,0.0,15.0,31.0,46.0,2.066666666666667,0.0
UA,1495,2025-08-05,ORD,TVC,2025-08-05 19:52:00+00:00,2025-08-05 22:12:00+00:00,2025-08-05 19:58:00+00:00,2025-08-05 22:25:00+00:00,150,A320-200,Mainline,57,60,46,6.0,False,11,74,1,2,10,0,49.333333333333336,Low (<50%),0.02702702702702703,0.13513513513513514,68,66,0.918918918918919,High SSR,4.0,10.0,7.0,4.0,17.0,21.0,4.25,41.17647058823529
UA,2100,2025-08-08,ORD,SLC,2025-08-08 13:11:00+00:00,2025-08-08 15:40:00+00:00,2025-08-08 13:11:00+00:00,2025-08-08 15:36:00+00:00,166,B737-800,Mainline,68,100,51,0.0,False,17,191,2,6,20,0,115.06024096385543,,0.031413612565445025,0.10471204188481675,85,81,0.44502617801047123,High SSR,45.0,59.0,6.0,45.0,65.0,110.0,1.4444444444444444,9.230769230769232
UA,2640,2025-08-05,ORD,DCA,2025-08-05 15:00:00+00:00,2025-08-05 18:02:00+00:00,2025-08-05 14:59:00+00:00,2025-08-05 17:48:00+00:00,126,B737-700,Mainline,119,124,51,-1.0,False,68,59,1,0,2,0,46.82539682539682,Low (<50%),0.0,0.03389830508474576,34,33,0.576271186440678,Low SSR,17.0,10.0,0.0,17.0,10.0,27.0,0.5882352941176471,0.0
UA,224,2025-08-01,ORD,BZN,2025-08-01 09:04:00+00:00,2025-08-01 11:31:00+00:00,2025-08-01 09:10:00+00:00,2025-08-01 11:26:00+00:00,166,B737-800,Mainline,206,84,60,6.0,False,146,196,1,9,13,2,118.07228915662651,,0.04591836734693878,0.0663265306122449,68,61,0.3469387755102041,High SSR,67.0,52.0,10.0,67.0,62.0,129.0,0.9253731343283582,16.129032258064516
OO,5392,2025-08-15,ORD,OKC,2025-08-15 19:36:00+00:00,2025-08-15 22:03:00+00:00,2025-08-15 19:40:00+00:00,2025-08-15 21:36:00+00:00,76,ERJ-175,Express,165,130,39,4.0,False,126,70,0,3,3,1,92.10526315789474,Very High (>90%),0.04285714285714286,0.04285714285714286,24,22,0.34285714285714286,Low SSR,9.0,28.0,11.0,9.0,39.0,48.0,4.333333333333333,28.205128205128204
OO,5984,2025-08-05,ORD,BIL,2025-08-05 09:20:00+00:00,2025-08-05 11:36:00+00:00,2025-08-05 09:30:00+00:00,2025-08-05 11:29:00+00:00,76,ERJ-175,Express,78,28,34,10.0,False,44,100,1,5,7,2,131.57894736842107,,0.05,0.07,24,23,0.24,Low SSR,7.0,32.0,0.0,7.0,32.0,39.0,4.571428571428571,0.0
OO,5737,2025-08-13,ORD,OMA,2025-08-13 21:12:00+00:00,2025-08-13 23:00:00+00:00,2025-08-13 21:19:00+00:00,2025-08-13 22:51:00+00:00,76,ERJ-175,Express,47,74,34,7.0,False,13,50,1,2,0,0,65.78947368421053,Medium (50-75%),0.04,0.0,13,13,0.26,Low SSR,1.0,21.0,3.0,1.0,24.0,25.0,24.0,12.5
G7,4552,2025-08-03,ORD,DAY,2025-08-03 21:30:00+00:00,2025-08-03 23:58:00+00:00,2025-08-03 21:23:00+00:00,2025-08-03 23:27:00+00:00,50,CRJ-550,Express,74,57,29,-7.0,False,45,44,0,0,6,0,88.0,High (75-90%),0.0,0.13636363636363635,19,18,0.4318181818181818,Low SSR,0.0,32.0,0.0,0.0,32.0,32.0,,0.0
G7,4476,2025-08-07,ORD,CAE,2025-08-07 13:55:00+00:00,2025-08-07 17:00:00+00:00,2025-08-07 15:00:00+00:00,2025-08-07 17:59:00+00:00,50,CRJ-550,Express,110,209,29,65.0,False,81,55,0,1,4,0,110.00000000000001,,0.01818181818181818,0.07272727272727272,20,19,0.36363636363636365,Low SSR,35.0,8.0,2.0,35.0,10.0,45.0,0.2857142857142857,20.0
G7,4482,2025-08-02,ORD,TUL,2025-08-02 15:35:00+00:00,2025-08-02 17:35:00+00:00,2025-08-02 15:34:00+00:00,2025-08-02 17:22:00+00:00,50,CRJ-550,Express,40,51,29,-1.0,False,11,52,0,1,2,0,104.0,,0.019230769230769232,0.038461538461538464,15,14,0.28846153846153844,Low SSR,4.0,38.0,4.0,4.0,42.0,46.0,10.5,9.523809523809524
OO,5557,2025-08-12,ORD,OKC,2025-08-12 09:15:00+00:00,2025-08-12 11:54:00+00:00,2025-08-12 09:31:00+00:00,2025-08-12 11:55:00+00:00,76,ERJ-175,Express,73,63,34,16.0,False,39,81,1,2,10,0,106.57894736842107,,0.024691358024691357,0.12345679012345678,18,18,0.2222222222222222,Low SSR,12.0,27.0,3.0,12.0,30.0,42.0,2.5,10.0
UA,2683,2025-08-11,ORD,SAN,2025-08-11 14:06:00+00:00,2025-08-11 16:28:00+00:00,2025-08-11 14:02:00+00:00,2025-08-11 16:11:00+00:00,166,B737-800,Mainline,95,114,51,-4.0,False,44,188,3,4,9,0,113.25301204819279,,0.02127659574468085,0.047872340425531915,69,64,0.3670212765957447,High SSR,67.0,22.0,5.0,67.0,27.0,94.0,0.40298507462686567,18.51851851851852
OO,5557,2025-08-13,ORD,OKC,2025-08-13 09:15:00+00:00,2025-08-13 11:54:00+00:00,2025-08-13 09:12:00+00:00,2025-08-13 11:34:00+00:00,76,ERJ-175,Express,73,87,34,-3.0,False,39,86,1,3,12,2,113.1578947368421,,0.03488372093023256,0.13953488372093023,18,18,0.20930232558139536,Low SSR,6.0,44.0,7.0,6.0,51.0,57.0,8.5,13.725490196078432
YX,3716,2025-08-13,ORD,CMH,2025-08-13 18:20:00+00:00,2025-08-13 20:57:00+00:00,2025-08-13 18:27:00+00:00,2025-08-13 20:43:00+00:00,76,ERJ-175,Express,47,53,34,7.0,False,13,84,0,3,0,0,110.5263157894737,,0.03571428571428571,0.0,28,25,0.3333333333333333,Low SSR,21.0,33.0,0.0,21.0,33.0,54.0,1.5714285714285714,0.0
UA,1616,2025-08-04,ORD,GRR,2025-08-04 18:20:00+00:00,2025-08-04 20:35:00+00:00,2025-08-04 18:21:00+00:00,2025-08-04 20:28:00+00:00,179,B737-900,Mainline,88,85,56,1.0,False,32,161,1,7,9,2,89.94413407821229,High (75-90%),0.043478260869565216,0.055900621118012424,85,81,0.5279503105590062,High SSR,8.0,89.0,0.0,8.0,89.0,97.0,11.125,0.0
YX,3440,2025-08-15,ORD,YYZ,2025-08-15 07:04:00+00:00,2025-08-15 09:58:00+00:00,2025-08-15 06:59:00+00:00,2025-08-15 09:42:00+00:00,76,ERJ-175,Express,539,544,42,-5.0,False,497,72,1,0,5,0,94.73684210526315,Very High (>90%),0.0,0.06944444444444445,24,22,0.3333333333333333,Low SSR,22.0,18.0,3.0,22.0,21.0,43.0,0.9545454545454546,14.285714285714285
OO,5836,2025-08-10,ORD,TYS,2025-08-10 10:35:00+00:00,2025-08-10 13:21:00+00:00,2025-08-10 12:06:00+00:00,2025-08-10 14:44:00+00:00,50,CRJ-550,Express,45,39,29,91.0,False,16,53,0,1,2,0,106.0,,0.018867924528301886,0.03773584905660377,17,16,0.32075471698113206,Low SSR,15.0,16.0,2.0,15.0,18.0,33.0,1.2,11.11111111111111
OO,5493,2025-08-06,ORD,ATW,2025-08-06 11:05:00+00:00,2025-08-06 12:18:00+00:00,2025-08-06 10:58:00+00:00,2025-08-06 12:08:00+00:00,50,CRJ-200,Express,104,107,29,-7.0,False,75,54,0,2,2,0,108.0,,0.037037037037037035,0.037037037037037035,18,18,0.3333333333333333,Low SSR,18.0,31.0,0.0,18.0,31.0,49.0,1.7222222222222223,0.0
UA,1775,2025-08-10,ORD,FLL,2025-08-10 10:45:00+00:00,2025-08-10 15:03:00+00:00,2025-08-10 10:44:00+00:00,2025-08-10 14:52:00+00:00,179,B737-MAX9,Mainline,75,101,56,-1.0,False,19,246,2,19,14,5,137.43016759776538,,0.07723577235772358,0.056910569105691054,69,63,0.2804878048780488,High SSR,71.0,28.0,3.0,71.0,31.0,102.0,0.43661971830985913,9.67741935483871
UA,2653,2025-08-05,ORD,RDU,2025-08-05 10:52:00+00:00,2025-08-05 13:59:00+00:00,2025-08-05 10:46:00+00:00,2025-08-05 14:03:00+00:00,179,B737-MAX9,Mainline,69,64,56,-6.0,False,13,187,0,7,30,0,104.46927374301676,,0.0374331550802139,0.16042780748663102,49,47,0.2620320855614973,High SSR,55.0,46.0,3.0,55.0,49.0,104.0,0.8909090909090909,6.122448979591836
G7,4552,2025-08-15,ORD,DAY,2025-08-15 21:30:00+00:00,2025-08-15 23:58:00+00:00,2025-08-15 21:35:00+00:00,2025-08-16 00:03:00+00:00,50,CRJ-550,Express,79,100,29,5.0,False,50,41,0,1,9,0,82.0,High (75-90%),0.024390243902439025,0.21951219512195122,19,18,0.4634146341463415,Low SSR,2.0,16.0,0.0,2.0,16.0,18.0,8.0,0.0
UA,1599,2025-08-11,ORD,DEN,2025-08-11 08:45:00+00:00,2025-08-11 10:35:00+00:00,2025-08-11 08:44:00+00:00,2025-08-11 10:30:00+00:00,364,B777-2HD,Mainline,186,177,93,-1.0,False,93,432,2,19,9,3,118.68131868131869,,0.04398148148148148,0.020833333333333332,93,88,0.2152777777777778,High SSR,173.0,52.0,19.0,173.0,71.0,244.0,0.41040462427745666,26.76056338028169
UA,2666,2025-08-07,ORD,DEN,2025-08-07 05:00:00+00:00,2025-08-07 06:43:00+00:00,2025-08-07 04:56:00+00:00,2025-08-07 06:22:00+00:00,200,A321-2NX,Mainline,470,219,62,-4.0,False,408,236,2,9,42,3,118.0,,0.038135593220338986,0.17796610169491525,40,38,0.1694915254237288,Low SSR,90.0,55.0,0.0,90.0,55.0,145.0,0.6111111111111112,0.0
YX,3536,2025-08-11,ORD,YUL,2025-08-11 07:15:00+00:00,2025-08-11 10:40:00+00:00,2025-08-11 07:10:00+00:00,2025-08-11 10:28:00+00:00,76,ERJ-175,Express,735,730,42,-5.0,False,693,67,0,0,10,0,88.1578947368421,High (75-90%),0.0,0.14925373134328357,15,14,0.22388059701492538,Low SSR,16.0,32.0,1.0,16.0,33.0,49.0,2.0625,3.0303030303030303
YX,3409,2025-08-07,ORD,YOW,2025-08-07 13:56:00+00:00,2025-08-07 17:06:00+00:00,2025-08-07 13:53:00+00:00,2025-08-07 17:16:00+00:00,76,ERJ-175,Express,50,58,42,-3.0,False,8,83,0,2,4,0,109.21052631578947,,0.024096385542168676,0.04819277108433735,29,27,0.3493975903614458,Low SSR,22.0,25.0,7.0,22.0,32.0,54.0,1.4545454545454546,21.875
G7,4590,2025-08-14,ORD,MDT,2025-08-14 16:45:00+00:00,2025-08-14 19:52:00+00:00,2025-08-14 17:51:00+00:00,2025-08-14 20:23:00+00:00,50,CRJ-550,Express,-20,45,29,66.0,True,-49,60,1,3,5,0,120.0,,0.05,0.08333333333333333,26,26,0.43333333333333335,Low SSR,16.0,15.0,13.0,16.0,28.0,44.0,1.75,46.42857142857143
UA,763,2025-08-01,ORD,PWM,2025-08-01 10:58:00+00:00,2025-08-01 14:24:00+00:00,2025-08-01 10:55:00+00:00,2025-08-01 14:00:00+00:00,166,B737-800,Mainline,79,94,51,-3.0,False,28,232,4,11,4,6,139.75903614457832,,0.04741379310344827,0.017241379310344827,44,42,0.1896551724137931,High SSR,71.0,28.0,3.0,71.0,31.0,102.0,0.43661971830985913,9.67741935483871
UA,2195,2025-08-08,ORD,BDL,2025-08-08 11:06:00+00:00,2025-08-08 14:24:00+00:00,2025-08-08 11:01:00+00:00,2025-08-08 14:11:00+00:00,166,B737-800,Mainline,63,81,51,-5.0,False,12,156,0,4,9,0,93.97590361445783,Very High (>90%),0.02564102564102564,0.057692307692307696,85,82,0.5448717948717948,High SSR,25.0,32.0,4.0,25.0,36.0,61.0,1.44,11.11111111111111
UA,1989,2025-08-12,ORD,BOS,2025-08-12 18:20:00+00:00,2025-08-12 21:59:00+00:00,2025-08-12 20:32:00+00:00,2025-08-13 00:13:00+00:00,179,B737-900,Mainline,70,59,56,132.0,False,14,172,0,5,19,1,96.08938547486034,Very High (>90%),0.029069767441860465,0.11046511627906977,46,41,0.26744186046511625,High SSR,26.0,58.0,0.0,26.0,58.0,84.0,2.230769230769231,0.0
OO,5930,2025-08-10,ORD,FAR,2025-08-10 13:20:00+00:00,2025-08-10 15:29:00+00:00,2025-08-10 13:25:00+00:00,2025-08-10 15:50:00+00:00,50,CRJ-200,Express,107,30,29,5.0,False,78,49,0,3,6,1,98.0,Very High (>90%),0.061224489795918366,0.12244897959183673,23,22,0.46938775510204084,Low SSR,29.0,16.0,2.0,29.0,18.0,47.0,0.6206896551724138,11.11111111111111
UA,1793,2025-08-12,ORD,MSP,2025-08-12 08:50:00+00:00,2025-08-12 10:31:00+00:00,2025-08-12 09:29:00+00:00,2025-08-12 10:57:00+00:00,150,A320-200,Mainline,78,139,46,39.0,False,32,134,1,3,6,1,89.33333333333333,High (75-90%),0.022388059701492536,0.04477611940298507,38,37,0.2835820895522388,Low SSR,20.0,10.0,3.0,20.0,13.0,33.0,0.65,23.076923076923077
UA,2677,2025-08-05,ORD,IAD,2025-08-05 17:56:00+00:00,2025-08-05 20:55:00+00:00,2025-08-05 17:52:00+00:00,2025-08-05 21:02:00+00:00,176,B757-200,Mainline,246,268,122,-4.0,False,124,204,1,9,5,1,115.90909090909092,,0.04411764705882353,0.024509803921568627,104,99,0.5098039215686274,High SSR,62.0,48.0,41.0,62.0,89.0,151.0,1.435483870967742,46.06741573033708
OO,5521,2025-08-01,ORD,ATW,2025-08-01 15:35:00+00:00,2025-08-01 16:48:00+00:00,2025-08-01 16:36:00+00:00,2025-08-01 17:41:00+00:00,50,CRJ-200,Express,-28,59,29,61.0,True,-57,47,0,0,5,0,94.0,Very High (>90%),0.0,0.10638297872340426,26,23,0.5531914893617021,Low SSR,20.0,18.0,10.0,20.0,28.0,48.0,1.4,35.714285714285715
UA,2487,2025-08-15,ORD,PHL,2025-08-15 21:23:00+00:00,2025-08-16 00:30:00+00:00,2025-08-15 22:32:00+00:00,2025-08-16 01:32:00+00:00,179,B737-900,Mainline,3,49,56,69.0,True,-53,99,1,5,13,1,55.3072625698324,Medium (50-75%),0.050505050505050504,0.13131313131313133,55,53,0.5555555555555556,High SSR,12.0,31.0,6.0,12.0,37.0,49.0,3.0833333333333335,16.216216216216218
YX,3614,2025-08-09,ORD,MCI,2025-08-09 21:25:00+00:00,2025-08-09 23:14:00+00:00,2025-08-09 21:33:00+00:00,2025-08-09 23:11:00+00:00,76,ERJ-175,Express,95,95,34,8.0,False,61,99,1,8,5,2,130.26315789473685,,0.08080808080808081,0.050505050505050504,23,21,0.23232323232323232,Low SSR,4.0,50.0,1.0,4.0,51.0,55.0,12.75,1.9607843137254901
YX,3708,2025-08-15,ORD,BNA,2025-08-15 12:45:00+00:00,2025-08-15 14:26:00+00:00,2025-08-15 12:41:00+00:00,2025-08-15 14:11:00+00:00,70,ERJ-170,Express,40,47,34,-4.0,False,6,70,0,0,4,0,100.0,Very High (>90%),0.0,0.05714285714285714,4,3,0.05714285714285714,Low SSR,23.0,4.0,10.0,23.0,14.0,37.0,0.6086956521739131,71.42857142857143
UA,1657,2025-08-08,ORD,LGA,2025-08-08 07:00:00+00:00,2025-08-08 10:18:00+00:00,2025-08-08 06:55:00+00:00,2025-08-08 10:11:00+00:00,166,B737-800,Mainline,835,784,51,-5.0,False,784,190,0,6,23,2,114.45783132530121,,0.031578947368421054,0.12105263157894737,25,22,0.13157894736842105,Low SSR,52.0,7.0,10.0,52.0,17.0,69.0,0.3269230769230769,58.82352941176471
OO,5915,2025-08-10,ORD,LNK,2025-08-10 16:50:00+00:00,2025-08-10 18:45:00+00:00,2025-08-10 17:54:00+00:00,2025-08-10 19:32:00+00:00,50,CRJ-200,Express,43,46,29,64.0,False,14,56,0,3,5,0,112.00000000000001,,0.05357142857142857,0.08928571428571429,33,31,0.5892857142857143,Low SSR,31.0,15.0,2.0,31.0,17.0,48.0,0.5483870967741935,11.76470588235294
OO,5790,2025-08-01,ORD,CRW,2025-08-01 18:20:00+00:00,2025-08-01 21:04:00+00:00,2025-08-01 19:14:00+00:00,2025-08-01 21:55:00+00:00,50,CRJ-200,Express,-7,36,29,54.0,True,-36,54,1,2,9,1,108.0,,0.037037037037037035,0.16666666666666666,30,26,0.5555555555555556,Low SSR,18.0,27.0,1.0,18.0,28.0,46.0,1.5555555555555556,3.571428571428571
UA,2427,2025-08-12,ORD,CVG,2025-08-12 18:10:00+00:00,2025-08-12 20:34:00+00:00,2025-08-12 18:21:00+00:00,2025-08-12 22:26:00+00:00,126,B737-700,Mainline,79,46,43,11.0,False,36,88,0,1,2,0,69.84126984126983,Medium (50-75%),0.011363636363636364,0.022727272727272728,57,55,0.6477272727272727,High SSR,9.0,29.0,0.0,9.0,29.0,38.0,3.2222222222222223,0.0
UA,265,2025-08-15,ORD,YYZ,2025-08-15 17:55:00+00:00,2025-08-15 20:44:00+00:00,2025-08-15 17:59:00+00:00,2025-08-15 20:37:00+00:00,126,A319-100,Mainline,69,90,52,4.0,False,17,109,0,2,12,0,86.5079365079365,High (75-90%),0.01834862385321101,0.11009174311926606,88,80,0.8073394495412844,High SSR,18.0,26.0,6.0,18.0,32.0,50.0,1.7777777777777777,18.75
UA,1996,2025-08-08,ORD,SJU,2025-08-08 08:49:00+00:00,2025-08-08 14:44:00+00:00,2025-08-08 08:48:00+00:00,2025-08-08 14:28:00+00:00,200,A321-2NX,Mainline,204,224,68,-1.0,False,136,223,0,7,25,1,111.5,,0.03139013452914798,0.11210762331838565,113,106,0.5067264573991032,High SSR,72.0,43.0,6.0,72.0,49.0,121.0,0.6805555555555556,12.244897959183673
OO,5229,2025-08-14,ORD,ILM,2025-08-14 11:59:00+00:00,2025-08-14 15:24:00+00:00,2025-08-14 11:53:00+00:00,2025-08-14 15:06:00+00:00,76,ERJ-175,Express,39,53,34,-6.0,False,5,76,1,2,15,0,100.0,Very High (>90%),0.02631578947368421,0.19736842105263158,16,16,0.21052631578947367,Low SSR,16.0,26.0,1.0,16.0,27.0,43.0,1.6875,3.7037037037037033
UA,1361,2025-08-13,ORD,STL,2025-08-13 21:20:00+00:00,2025-08-13 22:45:00+00:00,2025-08-13 21:27:00+00:00,2025-08-13 22:37:00+00:00,126,A319-100,Mainline,69,64,43,7.0,False,26,137,0,5,16,1,108.73015873015872,,0.0364963503649635,0.11678832116788321,48,42,0.35036496350364965,High SSR,21.0,67.0,4.0,21.0,71.0,92.0,3.380952380952381,5.633802816901409
UA,1030,2025-08-09,ORD,ABQ,2025-08-09 19:35:00+00:00,2025-08-09 21:50:00+00:00,2025-08-09 20:14:00+00:00,2025-08-09 22:39:00+00:00,126,A319-100,Mainline,78,70,43,39.0,False,35,133,0,10,13,4,105.55555555555556,,0.07518796992481203,0.09774436090225563,43,43,0.3233082706766917,High SSR,27.0,72.0,6.0,27.0,78.0,105.0,2.888888888888889,7.6923076923076925
OO,5020,2025-08-03,ORD,FOD,2025-08-03 12:30:00+00:00,2025-08-03 14:03:00+00:00,2025-08-03 12:20:00+00:00,2025-08-03 13:49:00+00:00,50,CRJ-200,Express,60,59,29,-10.0,False,31,30,1,1,7,0,60.0,Medium (50-75%),0.03333333333333333,0.23333333333333334,26,24,0.8666666666666667,Low SSR,6.0,7.0,0.0,6.0,7.0,13.0,1.1666666666666667,0.0
YX,3718,2025-08-10,ORD,MSN,2025-08-10 09:02:00+00:00,2025-08-10 10:13:00+00:00,2025-08-10 08:58:00+00:00,2025-08-10 10:05:00+00:00,76,ERJ-175,Express,63,81,39,-4.0,False,24,76,0,2,7,0,100.0,Very High (>90%),0.02631578947368421,0.09210526315789473,21,20,0.27631578947368424,Low SSR,7.0,49.0,1.0,7.0,50.0,57.0,7.142857142857143,2.0
OO,5538,2025-08-09,ORD,HSV,2025-08-09 18:25:00+00:00,2025-08-09 20:14:00+00:00,2025-08-09 18:15:00+00:00,2025-08-09 19:46:00+00:00,50,CRJ-550,Express,94,38,29,-10.0,False,65,20,0,0,3,0,40.0,Low (<50%),0.0,0.15,21,21,1.05,Low SSR,6.0,16.0,0.0,6.0,16.0,22.0,2.6666666666666665,0.0
UA,1778,2025-08-10,ORD,OMA,2025-08-10 08:45:00+00:00,2025-08-10 10:27:00+00:00,2025-08-10 08:56:00+00:00,2025-08-10 11:09:00+00:00,126,A319-100,Mainline,62,37,43,11.0,False,19,144,2,8,29,3,114.28571428571428,,0.05555555555555555,0.2013888888888889,94,92,0.6527777777777778,High SSR,10.0,31.0,31.0,10.0,62.0,72.0,6.2,50.0
UA,2137,2025-08-07,ORD,SLC,2025-08-07 09:02:00+00:00,2025-08-07 11:40:00+00:00,2025-08-07 09:01:00+00:00,2025-08-07 11:22:00+00:00,166,B737-800,Mainline,957,929,51,-1.0,False,906,228,0,14,18,3,137.34939759036143,,0.06140350877192982,0.07894736842105263,62,61,0.2719298245614035,High SSR,42.0,40.0,4.0,42.0,44.0,86.0,1.0476190476190477,9.090909090909092
UA,2137,2025-08-13,ORD,SLC,2025-08-13 09:02:00+00:00,2025-08-13 11:40:00+00:00,2025-08-13 09:18:00+00:00,2025-08-13 11:56:00+00:00,166,B737-800,Mainline,68,106,51,16.0,False,17,163,1,7,11,2,98.19277108433735,Very High (>90%),0.04294478527607362,0.06748466257668712,62,61,0.3803680981595092,High SSR,74.0,32.0,3.0,74.0,35.0,109.0,0.47297297297297297,8.571428571428571
UA,2427,2025-08-05,ORD,CVG,2025-08-05 18:10:00+00:00,2025-08-05 20:34:00+00:00,2025-08-05 18:08:00+00:00,2025-08-05 20:40:00+00:00,126,B737-700,Mainline,84,104,43,-2.0,False,41,107,0,0,5,0,84.92063492063492,High (75-90%),0.0,0.04672897196261682,57,55,0.5327102803738317,High SSR,10.0,43.0,7.0,10.0,50.0,60.0,5.0,14.000000000000002
G7,4482,2025-08-11,ORD,TUL,2025-08-11 15:35:00+00:00,2025-08-11 18:22:00+00:00,2025-08-11 15:47:00+00:00,2025-08-11 18:22:00+00:00,50,CRJ-550,Express,-36,78,29,12.0,True,-65,41,0,0,0,0,82.0,High (75-90%),0.0,0.0,15,14,0.36585365853658536,Low SSR,0.0,8.0,0.0,0.0,8.0,8.0,,0.0
UA,1304,2025-08-05,ORD,LAS,2025-08-05 11:29:00+00:00,2025-08-05 13:28:00+00:00,2025-08-05 11:44:00+00:00,2025-08-05 13:41:00+00:00,179,B737-MAX9,Mainline,18,59,56,15.0,True,-38,199,0,5,14,3,111.17318435754191,,0.02512562814070352,0.07035175879396985,73,68,0.36683417085427134,High SSR,80.0,43.0,5.0,80.0,48.0,128.0,0.6,10.416666666666668
OO,5250,2025-08-15,ORD,BNA,2025-08-15 17:50:00+00:00,2025-08-15 19:39:00+00:00,2025-08-15 17:49:00+00:00,2025-08-15 19:21:00+00:00,76,ERJ-175,Express,65,55,34,-1.0,False,31,74,0,1,0,0,97.36842105263158,Very High (>90%),0.013513513513513514,0.0,14,14,0.1891891891891892,Low SSR,10.0,27.0,3.0,10.0,30.0,40.0,3.0,10.0
UA,2666,2025-08-10,ORD,DEN,2025-08-10 05:00:00+00:00,2025-08-10 06:43:00+00:00,2025-08-10 04:56:00+00:00,2025-08-10 06:55:00+00:00,200,A321-2NX,Mainline,515,477,62,-4.0,False,453,251,2,14,36,3,125.49999999999999,,0.055776892430278883,0.14342629482071714,40,38,0.1593625498007968,Low SSR,101.0,22.0,0.0,101.0,22.0,123.0,0.21782178217821782,0.0
